,Month,Day,Temp ,Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,Binary Weather,Hour,Discrete Weather
4009,3,18,2.5,-9.4,41,22,19,24.1,99.03,29,-9,Good Weather,Good Weather,12,1
4010,11,17,10.7,9.4,92,20,25,16.1,98.94,29,-9,Rain,Bad Weather,14,0
4011,2,12,-0.6,-4.6,74,25,7,24.1,100.39,29,-3,Good Weather,Good Weather,11,1
4012,10,8,9.3,9.3,100,25,10,11.3,98.51,29,-9,Mostly Cloudy,Bad Weather,1,0
4013,2,25,-22.5,-25.2,79,20,5,24.1,101.93,29,-27,Good Weather,Good Weather,6,1
4014,8,29,17.2,14.1,82,30,3,24.1,100.02,29,-9,Good Weather,Good Weather,8,1
4015,1,20,-2.2,-3,94,34,12,8.1,99.89,29,-6,Snow,Bad Weather,19,0
4016,4,28,6.3,-0.6,61,7,16,24.1,100.76,29,-9,Good Weather,Good Weather,2,1
4017,10,18,13.7,5.2,56,29,6,24.1,100.56,29,-9,Mostly Cloudy,Bad Weather,13,0
4018,3,10,-4.1,-8.9,69,14,8,24.1,99.88,29,-8,Cloudy,Bad Weather,19,0
4019,12,17,1,-2.1,80,11,16,24.1,100.83,29,-9,Cloudy,Bad Weather,10,0
4020,11,26,1.4,-1.9,79,9,13,12.9,99.18,29,-9,Cloudy,Bad Weather,22,0
4021,4,16,13.3,3.4,51,7,14,24.1,99.62,29,-9,Good Weather,Good Weather,8,1
4022,2,20,3.4,-1.8,69,22,14,24.1,98.84,29,-9,Good Weather,Good Weather,6,1
4023,9,9,17.4,10.4,63,3,5,24.1,100.71,29,-9,Mostly Cloudy,Bad Weather,19,0
4024,8,16,20.6,17.9,84,17,9,24.1,99.94,27,-9,Good Weather,Good Weather,21,1
4025,12,9,-4,-5,93,7,18,16.1,100.45,29,-10,Cloudy,Bad Weather,1,0
4026,12,28,3,3,100,7,18,16.1,99.4,29,-9,Cloudy,Bad Weather,22,0
4027,10,23,4.5,2,84,30,18,24.1,100.83,29,-9,Good Weather,Good Weather,9,1
4028,2,6,-5.6,-6.7,92,28,12,9.7,100.1,29,-11,Snow,Bad Weather,3,0
4029,5,4,7.3,3.6,77,34,9,24.1,100.64,29,-9,Mostly Cloudy,Bad Weather,22,0
4030,8,7,16.7,14.4,86,6,16,24.1,99.84,29,-9,Mostly Cloudy,Bad Weather,4,0
4031,8,1,10,9.2,95,30,7,24.1,100.74,29,-9,Good Weather,Good Weather,5,1
4032,8,15,18.7,16.1,85,6,10,24.1,99.86,29,-9,Good Weather,Good Weather,9,1
4033,1,23,-0.5,-3.9,78,32,15,24.1,99.38,29,-5,Mostly Cloudy,Bad Weather,13,0
4034,8,5,21.3,14.7,66,31,15,24.1,100.35,25,-9,Good Weather,Good Weather,11,1
4035,2,17,-4,-4.9,93,36,22,2,99.16,29,-11,"Snow,Ice Pellets",Bad Weather,4,0
4036,12,26,1.7,0.7,94,6,9,16.1,101.23,29,-9,Bad_Weather,Bad Weather,0,0
4037,11,4,3.8,0.2,77,34,15,24.1,100.79,29,-9,Good Weather,Good Weather,8,1
4038,5,22,5.9,-0.9,61,3,16,24.1,101.21,29,-9,Good Weather,Good Weather,6,1
4039,10,6,18.1,17.7,97,22,23,24.1,99.73,29,-9,Rain Showers,Bad Weather,12,0
4040,5,4,7.5,4.3,81,7,17,24.1,100.15,29,-9,Rain,Bad Weather,10,0
4041,6,23,15.6,13.2,85,5,9,24.1,100.31,29,-9,Good Weather,Good Weather,3,1
4042,5,16,6.3,-0.1,64,36,22,24.1,99.24,29,-9,Mostly Cloudy,Bad Weather,19,0
4043,11,6,1.2,-0.5,89,10,26,24.1,99.61,29,-9,Rain,Bad Weather,17,0
4044,12,29,3,3,100,32,19,16.1,98.89,29,-9,Rain,Bad Weather,15,0
4045,4,18,6.4,1.8,72,20,27,24.1,98.95,29,-9,Good Weather,Good Weather,15,1
4046,4,28,2.9,-0.4,79,7,10,24.1,100.72,29,-9,Good Weather,Good Weather,5,1
4047,10,27,18.5,15.7,84,21,13,24.1,99.81,29,-9,Cloudy,Bad Weather,19,0
4048,12,1,7.2,0.2,61,30,18,24.1,100.21,29,-9,Good Weather,Good Weather,12,1
4049,8,4,25.3,15.5,54,34,16,24.1,99.76,30,-9,Good Weather,Good Weather,14,1
4050,9,24,16.8,13.6,81,8,6,24.1,100.71,29,-9,Mainly Clear,Good Weather,19,1
4051,5,30,21.2,10.1,49,36,1,24.1,100.68,29,-9,Clear,Good Weather,10,1
4052,11,28,-5.9,-12.8,59,28,30,24.1,99.39,29,-14,Good Weather,Good Weather,15,1
4053,11,25,-1.5,-4.2,82,21,9,24.1,100.88,29,-5,Good Weather,Good Weather,23,1
4054,11,25,2.8,-4.5,59,24,28,24.1,101.07,29,-9,Good Weather,Good Weather,12,1
4055,4,20,8.5,-4,41,33,8,24.1,101.01,29,-9,Good Weather,Good Weather,14,1
4056,11,6,0,-4.5,72,9,16,24.1,100.61,29,-5,Cloudy,Bad Weather,10,0
4057,11,30,-1.8,-4.2,84,20,9,24.1,99.65,29,-5,Good Weather,Good Weather,3,1
4058,7,29,15.5,11.2,75,32,10,24.1,99.87,29,-9,Good Weather,Good Weather,20,1
4059,2,15,-0.4,-3.2,81,12,9,24.1,100.21,29,-4,Good Weather,Good Weather,0,1
4060,6,28,16.1,13.9,87,28,21,24.1,99.53,29,-9,Good Weather,Good Weather,11,1
4061,3,28,-2.2,-7.5,67,18,4,24.1,100.65,29,-4,Good Weather,Good Weather,21,1
4062,4,13,7.6,1.1,64,4,8,24.1,99.32,29,-9,Clear,Good Weather,4,1
4063,7,26,21.7,18.7,83,6,33,9.7,99.89,28,-9,Haze,Bad Weather,22,0
4064,3,26,0.8,-0.2,93,21,25,3.2,98.8,29,-9,Snow,Bad Weather,7,0
4065,9,14,9.8,8.6,92,21,7,24.1,100.17,29,-9,Good Weather,Good Weather,2,1
4066,11,28,-6,-12.2,62,28,21,24.1,99.69,29,-13,Good Weather,Good Weather,18,1
4067,10,25,7.9,7.9,100,9,8,24.1,100.49,29,-9,Good Weather,Good Weather,0,1
4068,1,10,-8.8,-12.3,76,30,14,16.1,100.62,29,-15,Snow Showers,Bad Weather,10,0
4069,2,12,-3.9,-7.4,76,22,15,24.1,100.33,29,-9,Good Weather,Good Weather,5,1
4070,3,22,-3.3,-10.2,59,7,21,24.1,101.58,29,-10,Good Weather,Good Weather,9,1
4071,10,1,13.3,13.2,100,26,9,24.1,101.14,29,-9,Mostly Cloudy,Bad Weather,7,0
4072,8,7,18.5,17.9,96,8,31,2.4,99.05,29,-9,Heavy Rain Showers,Bad Weather,19,0
4073,2,28,-3.7,-5,91,7,24,2,98.81,29,-11,"Snow,Blowing Snow",Bad Weather,12,0
4074,4,1,2.6,-1,77,32,34,24.1,98.22,29,-9,Mostly Cloudy,Bad Weather,19,0
4075,1,30,-11.4,-12.8,90,30,10,24.1,100.94,29,-17,Mainly Clear,Good Weather,1,1
4076,2,16,-0.5,-6.5,64,2,14,24.1,100.06,29,-5,Good Weather,Good Weather,20,1
4077,6,12,16.9,14.7,87,7,16,16.1,99.49,29,-9,Rain,Bad Weather,7,0
4078,10,2,23.9,12.1,47,16,11,24.1,100.91,26,-9,Mainly Clear,Good Weather,13,1
4079,8,1,15.5,8.8,64,20,4,24.1,100.9,29,-9,Clear,Good Weather,22,1
4080,3,16,0.5,-11.1,42,29,14,24.1,100.14,29,-9,Good Weather,Good Weather,2,1
4081,9,5,29.2,23.1,69,13,4,24.1,100.13,40,-9,Good Weather,Good Weather,11,1
4082,4,20,9,-2.9,43,17,5,24.1,100.82,29,-9,Good Weather,Good Weather,18,1
4083,5,26,16.9,1.2,35,36,15,24.1,101.36,29,-9,Good Weather,Good Weather,9,1
4084,9,22,7.7,7.7,100,7,4,24.1,101.42,29,-9,Good Weather,Good Weather,3,1
4085,2,13,-5.2,-6.3,92,6,15,24.1,99.36,29,-11,Good Weather,Good Weather,5,1
4086,4,5,0.6,-6.8,58,6,19,24.1,101.31,29,-9,Good Weather,Good Weather,0,1
4087,9,17,22.4,12.4,53,25,8,24.1,99.76,25,-9,Good Weather,Good Weather,15,1
4088,4,19,2.1,-5.4,58,30,27,24.1,100.78,29,-9,Good Weather,Good Weather,21,1
4089,1,14,-10.1,-12.3,84,33,17,24.1,100.24,29,-17,Mostly Cloudy,Bad Weather,1,0
4090,4,21,8,-1.4,51,8,29,24.1,100.31,29,-9,Good Weather,Good Weather,9,1
4091,4,6,0.1,0,100,36,3,0.8,100.01,29,-9,"Drizzle,Fog",Bad Weather,1,0
4092,10,5,26.2,15.5,51,17,19,24.1,100.21,30,-9,Good Weather,Good Weather,14,1
4093,4,17,13.4,10.9,84,10,13,24.1,98.61,29,-9,Good Weather,Good Weather,3,1
4094,8,18,21.3,14.3,64,23,23,24.1,98.99,25,-9,Mostly Cloudy,Bad Weather,16,0
4095,8,2,19.4,13.7,69,18,11,24.1,100.45,29,-9,Good Weather,Good Weather,20,1
4096,3,31,-0.1,-0.3,98,6,19,8.1,99.48,29,-5,"Freezing Rain,Fog",Bad Weather,23,0
4097,5,11,23.4,8.6,38,22,18,24.1,100.15,29,-9,Good Weather,Good Weather,17,1
4098,11,18,-1.7,-6.9,68,32,21,24.1,100,29,-8,Good Weather,Good Weather,5,1
4099,9,1,20.6,13.8,65,19,7,24.1,100.84,29,-9,Good Weather,Good Weather,18,1
4100,6,15,18.5,13.5,72,30,15,24.1,98.75,29,-9,Mostly Cloudy,Bad Weather,7,0
4101,3,1,0.3,-4.3,71,36,2,24.1,100.43,29,-9,Good Weather,Good Weather,12,1
4102,10,3,16.2,15.7,97,21,9,24.1,100.6,29,-9,Mainly Clear,Good Weather,1,1
4103,4,16,13.9,5.8,58,7,28,24.1,99.51,29,-9,Good Weather,Good Weather,0,1
4104,10,8,4.4,2.8,89,21,22,24.1,98.28,29,-9,Cloudy,Bad Weather,22,0
4105,10,8,8.2,8.2,100,24,14,12.9,98.34,29,-9,Bad_Weather,Bad Weather,3,0
4106,10,14,7.8,6.9,94,32,13,24.1,100.05,29,-9,Good Weather,Good Weather,5,1
4107,10,18,12.8,8.2,73,18,18,24.1,100.48,29,-9,Good Weather,Good Weather,17,1
4108,8,22,21.2,12.7,58,35,6,24.1,100.97,29,-9,Mainly Clear,Good Weather,10,1
4109,1,19,-1.5,-4.6,80,8,26,24.1,99.6,29,-8,Mostly Cloudy,Bad Weather,16,0
4110,9,2,21,16.4,75,20,14,24.1,99.78,26,-9,Mainly Clear,Good Weather,19,1
4111,2,23,-10.7,-14.6,74,4,27,16.1,100.38,29,-20,Snow,Bad Weather,12,0
4112,6,5,12.8,9.8,82,23,5,24.1,100.22,29,-9,Cloudy,Bad Weather,7,0
4113,1,16,-14.7,-16.2,89,33,7,24.1,101.09,29,-19,Clear,Good Weather,1,1
4114,8,6,19.8,14.4,71,8,9,24.1,100.08,29,-9,Mostly Cloudy,Bad Weather,22,0
4115,11,8,-0.4,-8.2,56,32,26,24.1,100.93,29,-7,Clear,Good Weather,10,1
4116,12,25,0,-1.7,89,5,5,12.9,101.55,29,-2,Cloudy,Bad Weather,4,0
4117,8,3,23.4,19.5,78,22,22,24.1,99.77,31,-9,Mostly Cloudy,Bad Weather,13,0
4118,4,13,26.8,10,34,22,22,24.1,99.3,28,-9,Good Weather,Good Weather,12,1
4119,1,1,0.6,-0.3,93,21,5,24.1,100.12,29,-9,Cloudy,Bad Weather,22,0
4120,3,28,-2.5,-5.7,78,30,11,24.1,100.7,29,-7,Good Weather,Good Weather,2,1
4121,3,10,-4.3,-8.3,74,3,10,24.1,99.86,29,-8,Good Weather,Good Weather,21,1
4122,1,30,-14.4,-15.9,88,26,7,24.1,101.09,29,-19,Good Weather,Good Weather,6,1
4123,10,8,7.1,7.1,100,25,13,16.1,98.18,29,-9,Bad_Weather,Bad Weather,5,0
4124,4,25,3.7,-0.1,76,30,12,24.1,100.69,29,-9,Mostly Cloudy,Bad Weather,7,0
4125,2,27,-12.2,-14.4,84,1,9,24.1,100.33,29,-17,Good Weather,Good Weather,8,1
4126,11,11,-4.2,-6,87,27,10,24.1,101.2,29,-8,Good Weather,Good Weather,5,1
4127,4,13,22.1,10.6,47,20,8,24.1,99.31,29,-9,Good Weather,Good Weather,20,1
4128,6,6,19,8.7,51,36,17,4.8,99.35,29,-9,Smoke,Bad Weather,10,0
4129,4,7,-1.3,-10.6,50,30,8,24.1,101.69,29,-4,Good Weather,Good Weather,21,1
4130,1,20,-3.2,-4.2,93,5,25,12.9,98.7,29,-10,"Snow,Blowing Snow",Bad Weather,4,0
4131,8,4,16.7,16.2,97,20,6,24.1,99.53,29,-9,Good Weather,Good Weather,3,1
4132,6,24,19.8,19.4,98,6,8,24.1,99.78,29,-9,Rain Showers,Bad Weather,7,0
4133,11,14,0.4,0.2,98,28,12,11.3,100.95,29,-9,Bad_Weather,Bad Weather,6,0
4134,6,20,12.4,11.2,92,3,8,24.1,100.86,29,-9,Good Weather,Good Weather,2,1
4135,3,3,-5.3,-12.1,59,7,31,24.1,99.36,29,-14,Cloudy,Bad Weather,22,0
4136,6,3,13.6,7.9,68,4,29,24.1,100.77,29,-9,Good Weather,Good Weather,6,1
4137,1,12,-2.8,-3.1,98,5,21,4,99.82,29,-9,"Freezing Drizzle,Fog",Bad Weather,18,0
4138,7,9,21.8,18.6,82,11,9,24.1,99.58,28,-9,Cloudy,Bad Weather,22,0
4139,6,29,25.6,15.4,53,29,13,9.7,100.19,30,-9,Smoke,Bad Weather,12,0
4140,7,22,24.9,12.3,45,27,18,24.1,99.56,27,-9,Good Weather,Good Weather,17,1
4141,5,28,20.8,5.3,36,29,16,24.1,100.6,29,-9,Good Weather,Good Weather,9,1
4142,9,30,18.3,11.6,65,8,9,16.1,101.15,29,-9,Bad_Weather,Bad Weather,9,0
4143,4,18,6.9,0.1,62,22,17,24.1,98.84,29,-9,Mostly Cloudy,Bad Weather,13,0
4144,2,27,-8.4,-13.8,65,30,16,24.1,99.97,29,-15,Good Weather,Good Weather,0,1
4145,12,12,-5.7,-8.8,79,14,7,24.1,100.59,29,-9,Cloudy,Bad Weather,4,0
4146,9,18,10.8,10.8,100,14,4,24.1,99.64,29,-9,Good Weather,Good Weather,6,1
4147,1,25,-9.2,-10.5,90,7,32,1,99.49,29,-19,"Snow,Blowing Snow",Bad Weather,21,0
4148,7,1,20.7,18.4,86,13,5,4.8,99.94,27,-9,Smoke,Bad Weather,7,0
4149,11,26,4.1,-5.9,48,13,19,24.1,100.13,29,-9,Good Weather,Good Weather,14,1
4150,7,18,17.8,17.5,98,16,5,12.9,99.95,29,-9,Bad_Weather,Bad Weather,6,0
4151,1,27,-3.6,-5.3,88,14,13,24.1,99.95,29,-8,Mostly Cloudy,Bad Weather,22,0
4152,12,20,-1.3,-3.8,83,33,10,24.1,101.81,29,-5,Cloudy,Bad Weather,19,0
4153,9,10,21.1,14.5,66,6,10,24.1,100.58,25,-9,Good Weather,Good Weather,15,1
4154,5,25,14.7,-1.6,32,34,20,24.1,101.14,29,-9,Good Weather,Good Weather,12,1
4155,9,13,17.1,17.1,100,22,7,24.1,99.87,29,-9,Cloudy,Bad Weather,4,0
4156,5,5,15.8,3.4,43,3,17,24.1,101.09,29,-9,Good Weather,Good Weather,14,1
4157,12,9,0.1,-0.1,99,5,8,3.2,99.89,29,-9,Fog,Bad Weather,22,0
4158,7,23,13.2,11.4,88,27,6,24.1,99.75,29,-9,Good Weather,Good Weather,3,1
4159,4,17,14.9,11,77,7,14,24.1,98.76,29,-9,Good Weather,Good Weather,0,1
4160,10,15,11.1,7.5,79,32,11,24.1,98.84,29,-9,Rain Showers,Bad Weather,15,0
4161,8,11,21.5,14,62,30,28,24.1,99.44,25,-9,Mainly Clear,Good Weather,13,1
4162,10,11,12.9,7.2,68,21,12,24.1,99.44,29,-9,Mostly Cloudy,Bad Weather,13,0
4163,6,19,17,12.9,77,11,30,24.1,100.63,29,-9,Mostly Cloudy,Bad Weather,10,0
4164,6,16,17.3,13.4,78,33,13,24.1,99.17,29,-9,Mostly Cloudy,Bad Weather,4,0
4165,4,1,0,-0.2,98,6,17,6.4,99.35,29,-5,"Freezing Rain,Fog",Bad Weather,0,0
4166,1,29,-8,-9.6,89,4,18,0.8,100.35,29,-15,"Moderate Snow,Blowing Snow",Bad Weather,13,0
4167,9,5,26.1,23.1,84,36,3,24.1,100.17,36,-9,Good Weather,Good Weather,9,1
4168,5,16,12.4,1.1,46,22,12,24.1,99.24,29,-9,Good Weather,Good Weather,3,1
4169,10,6,19.1,18.3,95,20,18,16.1,99.74,29,-9,Rain Showers,Bad Weather,11,0
4170,10,27,15.3,14.8,97,19,13,24.1,100.19,29,-9,Good Weather,Good Weather,2,1
4171,6,20,12,11,93,4,9,24.1,100.83,29,-9,Good Weather,Good Weather,3,1
4172,4,29,10.2,4.1,66,7,12,24.1,100.01,29,-9,Good Weather,Good Weather,5,1
4173,6,4,9.7,-1.8,44,6,13,24.1,100.87,29,-9,Clear,Good Weather,1,1
4174,7,25,21.1,18.1,83,16,9,24.1,100.22,27,-9,Good Weather,Good Weather,21,1
4175,12,5,-3.5,-4,96,6,10,6.4,100.39,29,-7,Snow,Bad Weather,14,0
4176,8,30,18.5,17.5,94,14,5,24.1,99.36,29,-9,Good Weather,Good Weather,0,1
4177,6,18,16.7,11.6,71,2,4,24.1,99.98,29,-9,Good Weather,Good Weather,8,1
4178,4,3,4.5,-1.6,65,22,11,24.1,99.97,29,-9,Mostly Cloudy,Bad Weather,22,0
4179,10,10,10.4,6,74,17,22,24.1,99.18,29,-9,Cloudy,Bad Weather,13,0
4180,4,7,2.8,-10,39,29,30,24.1,101.49,29,-9,Clear,Good Weather,16,1
4181,7,23,14.9,13.3,90,22,5,24.1,99.91,29,-9,Good Weather,Good Weather,6,1
4182,1,22,-1.2,-2.1,93,9,7,16.1,99.91,29,-4,Bad_Weather,Bad Weather,17,0
4183,1,22,-1.4,-1.9,96,14,8,3.2,99.95,29,-4,Snow,Bad Weather,18,0
4184,8,11,22.4,13.2,56,27,16,24.1,99.53,25,-9,Good Weather,Good Weather,17,1
4185,10,29,3.6,-1.7,69,5,8,24.1,100.72,29,-9,Good Weather,Good Weather,18,1
4186,11,8,-1.7,-9.9,54,34,25,24.1,100.45,29,-8,Mostly Cloudy,Bad Weather,1,0
4187,11,7,-0.5,-6.6,64,31,27,24.1,100.24,29,-7,Good Weather,Good Weather,21,1
4188,10,19,11.4,6,70,14,11,24.1,99.6,29,-9,Mostly Cloudy,Bad Weather,22,0
4189,2,2,-2.1,-7.6,66,21,29,24.1,99.57,29,-9,Snow,Bad Weather,12,0
4190,10,30,0,-0.1,99,4,12,4.8,99.84,29,-4,Snow,Bad Weather,7,0
4191,12,15,8.5,2,64,22,16,24.1,100.77,29,-9,Good Weather,Good Weather,15,1
4192,8,22,24.6,10.1,39,33,24,24.1,100.77,26,-9,Good Weather,Good Weather,15,1
4193,1,28,-2.3,-4.2,87,18,26,4.8,99.6,29,-9,Snow,Bad Weather,3,0
4194,10,16,14.4,6.8,60,34,32,24.1,99.37,29,-9,Good Weather,Good Weather,15,1
4195,4,2,-4,-13.4,48,30,20,24.1,100.59,29,-10,Good Weather,Good Weather,12,1
4196,10,2,20,13.9,67,16,10,24.1,100.65,29,-9,Good Weather,Good Weather,18,1
4197,1,16,-15,-16.7,87,36,1,24.1,100.84,29,-16,Good Weather,Good Weather,9,1
4198,9,14,13.5,8.5,71,28,23,24.1,100.56,29,-9,Good Weather,Good Weather,12,1
4199,6,25,25.6,18.4,64,10,8,2.4,99.68,32,-9,Smoke,Bad Weather,14,0
4200,1,16,-5.6,-9.4,75,28,14,24.1,100.09,29,-11,Good Weather,Good Weather,17,1
4201,9,30,20.3,11.2,55,1,5,19.3,101.19,29,-9,Mainly Clear,Good Weather,10,1
4202,4,3,0,-7.1,59,13,27,24.1,99.74,29,-6,Good Weather,Good Weather,8,1
4203,11,9,-1.2,-1.4,98,4,10,4.8,99.45,29,-5,Freezing Drizzle,Bad Weather,13,0
4204,3,9,-4.6,-7.8,78,32,24,24.1,101.24,29,-12,Snow,Bad Weather,5,0
4205,3,18,0.1,-4.5,71,25,19,24.1,98.99,29,-9,Good Weather,Good Weather,3,1
4206,6,1,24.8,16.3,59,25,7,24.1,100.61,30,-9,Good Weather,Good Weather,8,1
4207,2,10,1.2,1.1,99,15,16,3.2,98.58,29,-9,"Rain,Fog",Bad Weather,2,0
4208,5,5,17,5.2,45,30,10,24.1,101.02,29,-9,Good Weather,Good Weather,17,1
4209,12,19,-8.2,-10.9,81,26,7,24.1,101.02,29,-12,Clear,Good Weather,19,1
4210,10,22,4.7,3.7,93,32,31,16.1,99.55,29,-9,Rain,Bad Weather,18,0
4211,9,20,17.3,6.8,50,25,9,24.1,100.72,29,-9,Mainly Clear,Good Weather,16,1
4212,1,15,-12.9,-14.1,90,32,8,24.1,101.22,29,-18,Good Weather,Good Weather,23,1
4213,6,9,13.1,12,93,6,3,24.1,99.38,29,-9,Good Weather,Good Weather,23,1
4214,9,17,20.2,13.4,64,21,5,24.1,99.93,29,-9,Good Weather,Good Weather,11,1
4215,2,21,-6.8,-8.6,87,29,11,12.9,99.43,29,-12,Snow,Bad Weather,22,0
4216,9,28,6.8,6.8,100,5,12,24.1,101.33,29,-9,Good Weather,Good Weather,5,1
4217,7,31,13.6,10.2,80,30,7,24.1,100.56,29,-9,Good Weather,Good Weather,23,1
4218,6,3,14.4,0.9,40,9,8,24.1,100.86,29,-9,Clear,Good Weather,22,1
4219,11,23,0.3,-0.9,92,27,14,24.1,99.54,29,-9,Good Weather,Good Weather,2,1
4220,10,11,9,6.6,85,21,10,24.1,99.57,29,-9,Mostly Cloudy,Bad Weather,19,0
4221,4,17,4.8,1.7,80,21,22,24.1,98.76,29,-9,Good Weather,Good Weather,23,1
4222,5,23,23,3.5,28,19,14,24.1,100.74,29,-9,Good Weather,Good Weather,15,1
4223,3,26,2.3,-2.1,72,29,10,24.1,100.18,29,-9,Good Weather,Good Weather,21,1
4224,2,2,-5.9,-10.1,73,24,16,24.1,100.38,29,-12,Mostly Cloudy,Bad Weather,4,0
4225,8,13,18.3,18.3,100,21,7,2.4,99.37,29,-9,Fog,Bad Weather,4,0
4226,12,15,5.3,0.8,73,24,12,24.1,100.92,29,-9,Mostly Cloudy,Bad Weather,19,0
4227,5,29,20.4,4.5,35,7,30,24.1,100.77,29,-9,Mainly Clear,Good Weather,10,1
4228,1,24,-0.5,-2.5,86,24,19,16.1,99.89,29,-6,Snow,Bad Weather,10,0
4229,4,17,14.3,11.1,81,8,16,24.1,98.64,29,-9,Good Weather,Good Weather,2,1
4230,8,18,20.2,13.4,65,22,28,24.1,98.97,29,-9,Good Weather,Good Weather,14,1
4231,8,11,14.3,13.5,95,27,16,24.1,98.89,29,-9,Good Weather,Good Weather,2,1
4232,9,14,15.5,8.8,64,26,5,24.1,100.64,29,-9,Good Weather,Good Weather,17,1
4233,7,8,22.9,11.5,48,18,9,24.1,99.55,25,-9,Mostly Cloudy,Bad Weather,19,0
4234,3,11,-0.3,-6.6,63,26,14,24.1,100.23,29,-5,Good Weather,Good Weather,18,1
4235,1,16,-14.4,-15.8,89,27,6,24.1,101.02,29,-19,Good Weather,Good Weather,5,1
4236,9,12,19.3,15.9,80,13,16,24.1,100.1,29,-9,Good Weather,Good Weather,12,1
4237,9,8,18.9,13.6,71,30,17,24.1,100.1,29,-9,Good Weather,Good Weather,17,1
4238,6,30,18.3,15.5,84,19,4,6.4,100.36,29,-9,Smoke,Bad Weather,7,0
4239,1,7,-4.5,-7,83,30,22,24.1,100.48,29,-11,Good Weather,Good Weather,3,1
4240,12,6,-10.9,-14.6,74,30,10,24.1,100.56,29,-16,Snow,Bad Weather,14,0
4241,5,9,17.3,-3.9,23,35,18,24.1,100.38,29,-9,Mainly Clear,Good Weather,16,1
4242,11,1,0,-5,69,25,12,24.1,100.94,29,-4,Mostly Cloudy,Bad Weather,19,0
4243,1,17,-3.6,-4.4,94,36,2,16.1,98.79,29,-4,Bad_Weather,Bad Weather,23,0
4244,12,16,1.9,-4.6,62,2,14,24.1,102.05,29,-9,Mostly Cloudy,Bad Weather,10,0
4245,5,25,6.3,0.4,66,34,21,24.1,101.11,29,-9,Good Weather,Good Weather,0,1
4246,6,24,19.7,19.2,97,5,8,24.1,99.77,29,-9,Rain Showers,Bad Weather,6,0
4247,5,30,10.8,1.3,52,4,17,24.1,100.57,29,-9,Good Weather,Good Weather,0,1
4248,5,17,1.8,-7.6,50,35,22,24.1,100.03,29,-9,Mostly Cloudy,Bad Weather,7,0
4249,7,25,22.3,18.2,77,15,12,24.1,100.2,28,-9,Good Weather,Good Weather,20,1
4250,2,12,-3,-5.1,85,9,13,24.1,99.72,29,-8,Good Weather,Good Weather,23,1
4251,9,29,9.7,9.7,100,5,10,24.1,100.98,29,-9,Good Weather,Good Weather,3,1
4252,12,24,-0.1,-0.8,95,7,7,8.1,101.62,29,-3,Fog,Bad Weather,22,0
4253,2,5,-8.3,-12.6,72,5,15,19.3,99.51,29,-15,Good Weather,Good Weather,15,1
4254,6,13,20.3,11.8,58,22,10,24.1,99.05,29,-9,Good Weather,Good Weather,14,1
4255,1,4,1.2,0.3,94,34,8,16.1,99.88,29,-9,Rain,Bad Weather,6,0
4256,4,4,7.6,-1.7,52,1,20,24.1,100.82,29,-9,Good Weather,Good Weather,15,1
4257,12,4,-1.8,-2.4,95,25,10,9.7,99.27,29,-5,Snow,Bad Weather,10,0
4258,12,30,-0.5,-2.1,89,32,19,24.1,99.05,29,-6,Good Weather,Good Weather,3,1
4259,12,15,4.4,0.5,75,25,11,24.1,101.11,29,-9,Mostly Cloudy,Bad Weather,22,0
4260,10,27,14.5,14.5,100,18,11,4.8,100.25,29,-9,Fog,Bad Weather,0,0
4261,9,24,23.8,14,54,5,15,24.1,100.72,27,-9,Good Weather,Good Weather,14,1
4262,2,2,-3.7,-4.6,94,27,31,1.2,98.84,29,-11,"Snow,Blowing Snow",Bad Weather,20,0
4263,4,5,0,-0.1,99,8,10,1.6,100.01,29,-3,"Drizzle,Fog",Bad Weather,23,0
4264,6,20,27.5,12.2,38,20,8,24.1,100.87,30,-9,Good Weather,Good Weather,15,1
4265,6,12,17.8,14.9,83,7,28,24.1,99.38,29,-9,Rain,Bad Weather,9,0
4266,9,10,17.2,15,87,7,16,24.1,100.71,29,-9,Good Weather,Good Weather,9,1
4267,11,18,-0.9,-1.9,93,27,10,24.1,99.84,29,-4,Good Weather,Good Weather,0,1
4268,6,1,22.1,15.4,65,24,5,24.1,100.59,26,-9,Mainly Clear,Good Weather,7,1
4269,10,17,10.1,4.7,69,18,8,24.1,100.18,29,-9,Good Weather,Good Weather,18,1
4270,1,18,0.6,-1.6,85,30,15,24.1,99.75,29,-9,Clear,Good Weather,16,1
4271,1,17,-14.8,-16.4,88,36,3,24.1,99.27,29,-17,Good Weather,Good Weather,8,1
4272,10,16,5.5,4.1,91,31,13,24.1,99.71,29,-9,Clear,Good Weather,22,1
4273,1,1,1.9,-0.8,82,28,12,24.1,99.95,29,-9,Cloudy,Bad Weather,16,0
4274,6,25,20.7,18.3,86,35,8,24.1,99.55,27,-9,Good Weather,Good Weather,0,1
4275,4,22,10.1,6,75,9,31,24.1,99.56,29,-9,Good Weather,Good Weather,8,1
4276,4,12,12.8,3.7,54,9,9,24.1,99.32,29,-9,Good Weather,Good Weather,20,1
4277,12,23,-8.3,-11,81,7,14,24.1,101.51,29,-14,Good Weather,Good Weather,8,1
4278,5,26,19.4,-1.4,24,30,7,24.1,101.21,29,-9,Clear,Good Weather,13,1
